train_loss_step,epoch,step,valid_loss_step,valid_loss_epoch,train_loss_epoch
nan,0,49,,,
nan,0,99,,,
nan,0,149,,,
nan,0,199,,,
nan,0,249,,,
nan,0,299,,,
nan,0,349,,,
nan,0,399,,,
nan,0,449,,,
nan,0,499,,,
nan,0,549,,,
nan,0,599,,,
nan,0,649,,,
nan,0,699,,,
nan,0,749,,,
nan,0,799,,,
nan,0,849,,,
nan,0,899,,,
nan,0,949,,,
nan,0,999,,,
nan,0,1049,,,
nan,0,1099,,,
nan,0,1149,,,
nan,0,1199,,,
nan,0,1249,,,
nan,0,1299,,,
nan,0,1349,,,
nan,0,1399,,,
nan,0,1449,,,
nan,0,1499,,,
nan,0,1549,,,
nan,0,1599,,,
nan,0,1649,,,
nan,0,1699,,,
nan,0,1749,,,
nan,0,1799,,,
nan,0,1849,,,
nan,0,1899,,,
nan,0,1949,,,
nan,0,1999,,,
nan,0,2049,,,
nan,0,2099,,,
nan,0,2149,,,
nan,0,2199,,,
nan,0,2249,,,
nan,0,2299,,,
nan,0,2349,,,
nan,0,2399,,,
nan,0,2449,,,
nan,0,2499,,,
nan,0,2549,,,
nan,0,2599,,,
nan,0,2649,,,
nan,0,2699,,,
nan,0,2749,,,
nan,0,2799,,,
nan,0,2849,,,
nan,0,2899,,,
nan,0,2949,,,
nan,0,2999,,,
nan,0,3049,,,
nan,0,3099,,,
nan,0,3149,,,
nan,0,3199,,,
nan,0,3249,,,
nan,0,3299,,,
nan,0,3349,,,
nan,0,3399,,,
nan,0,3449,,,
nan,0,3499,,,
nan,0,3549,,,
nan,0,3599,,,
nan,0,3649,,,
nan,0,3699,,,
nan,0,3749,,,
nan,0,3799,,,
nan,0,3849,,,
nan,0,3899,,,
nan,0,3949,,,
nan,0,3999,,,
nan,0,4049,,,
nan,0,4099,,,
nan,0,4149,,,
nan,0,4199,,,
nan,0,4249,,,
nan,0,4299,,,
nan,0,4349,,,
nan,0,4399,,,
nan,0,4449,,,
nan,0,4499,,,
nan,0,4549,,,
nan,0,4599,,,
nan,0,4649,,,
nan,0,4699,,,
nan,0,4749,,,
nan,0,4799,,,
nan,0,4849,,,
nan,0,4899,,,
nan,0,4949,,,
nan,0,4999,,,
nan,0,5049,,,
nan,0,5099,,,
nan,0,5149,,,
nan,0,5199,,,
nan,0,5249,,,
nan,0,5299,,,
nan,0,5349,,,
nan,0,5399,,,
nan,0,5449,,,
nan,0,5499,,,
nan,0,5549,,,
nan,0,5599,,,
nan,0,5649,,,
nan,0,5699,,,
nan,0,5749,,,
nan,0,5799,,,
nan,0,5849,,,
nan,0,5899,,,
nan,0,5949,,,
nan,0,5999,,,
nan,0,6049,,,
nan,0,6099,,,
nan,0,6149,,,
nan,0,6199,,,
nan,0,6249,,,
nan,0,6299,,,
nan,0,6349,,,
nan,0,6399,,,
nan,0,6449,,,
nan,0,6499,,,
nan,0,6549,,,
nan,0,6599,,,
nan,0,6649,,,
nan,0,6699,,,
nan,0,6749,,,
nan,0,6799,,,
nan,0,6849,,,
nan,0,6899,,,
nan,0,6949,,,
nan,0,6999,,,
nan,0,7049,,,
nan,0,7099,,,
nan,0,7149,,,
nan,0,7199,,,
nan,0,7249,,,
nan,0,7299,,,
nan,0,7349,,,
nan,0,7399,,,
nan,0,7449,,,
nan,0,7499,,,
nan,0,7549,,,
nan,0,7599,,,
nan,0,7649,,,
nan,0,7699,,,
nan,0,7749,,,
nan,0,7799,,,
nan,0,7849,,,
nan,0,7899,,,
nan,0,7949,,,
nan,0,7999,,,
nan,0,8049,,,
nan,0,8099,,,
nan,0,8149,,,
nan,0,8199,,,
nan,0,8249,,,
nan,0,8299,,,
nan,0,8349,,,
nan,0,8399,,,
nan,0,8449,,,
nan,0,8499,,,
nan,0,8549,,,
nan,0,8599,,,
nan,0,8649,,,
nan,0,8699,,,
nan,0,8749,,,
nan,0,8799,,,
nan,0,8849,,,
nan,0,8899,,,
nan,0,8949,,,
nan,0,8999,,,
nan,0,9049,,,
nan,0,9099,,,
nan,0,9149,,,
nan,0,9199,,,
nan,0,9249,,,
nan,0,9299,,,
nan,0,9349,,,
nan,0,9399,,,
nan,0,9449,,,
nan,0,9499,,,
nan,0,9549,,,
nan,0,9599,,,
nan,0,9649,,,
nan,0,9699,,,
nan,0,9749,,,
nan,0,9799,,,
nan,0,9849,,,
nan,0,9899,,,
nan,0,9949,,,
nan,0,9999,,,
nan,0,10049,,,
nan,0,10099,,,
nan,0,10149,,,
nan,0,10199,,,
nan,0,10249,,,
nan,0,10299,,,
nan,0,10349,,,
,,0,nan,,
,,1,nan,,
,,2,nan,,
,,3,nan,,
,,4,nan,,
,,5,nan,,
,,6,nan,,
,,7,nan,,
,,8,nan,,
,,9,nan,,
,,10,nan,,
,,11,nan,,
,,12,nan,,
,,13,nan,,
,,14,nan,,
,,15,nan,,
,,16,nan,,
,,17,nan,,
,,18,nan,,
,,19,nan,,
,,20,nan,,
,,21,nan,,
,,22,nan,,
,,23,nan,,
,,24,nan,,
,,25,nan,,
,,26,nan,,
,,27,nan,,
,,28,nan,,
,,29,nan,,
,,30,nan,,
,,31,nan,,
,,32,nan,,
,,33,nan,,
,,34,nan,,
,,35,nan,,
,,36,nan,,
,,37,nan,,
,,38,nan,,
,,39,nan,,
,,40,nan,,
,,41,nan,,
,,42,nan,,
,,43,nan,,
,,44,nan,,
,,45,nan,,
,,46,nan,,
,,47,nan,,
,,48,nan,,
,,49,nan,,
,,50,nan,,
,,51,nan,,
,,52,nan,,
,,53,nan,,
,,54,nan,,
,,55,nan,,
,,56,nan,,
,,57,nan,,
,,58,nan,,
,,59,nan,,
,,60,nan,,
,,61,nan,,
,,62,nan,,
,,63,nan,,
,,64,nan,,
,,65,nan,,
,,66,nan,,
,,67,nan,,
,,68,nan,,
,,69,nan,,
,,70,nan,,
,,71,nan,,
,,72,nan,,
,,73,nan,,
,,74,nan,,
,,75,nan,,
,,76,nan,,
,,77,nan,,
,,78,nan,,
,,79,nan,,
,,80,nan,,
,,81,nan,,
,,82,nan,,
,,83,nan,,
,,84,nan,,
,,85,nan,,
,,86,nan,,
,,87,nan,,
,,88,nan,,
,,89,nan,,
,,90,nan,,
,,91,nan,,
,,92,nan,,
,,93,nan,,
,,94,nan,,
,,95,nan,,
,,96,nan,,
,,97,nan,,
,,98,nan,,
,,99,nan,,
,,100,nan,,
,,101,nan,,
,,102,nan,,
,,103,nan,,
,,104,nan,,
,,105,nan,,
,,106,nan,,
,,107,nan,,
,,108,nan,,
,,109,nan,,
,,110,nan,,
,,111,nan,,
,,112,nan,,
,,113,nan,,
,,114,nan,,
,,115,nan,,
,,116,nan,,
,,117,nan,,
,,118,nan,,
,,119,nan,,
,,120,nan,,
,,121,nan,,
,,122,nan,,
,,123,nan,,
,,124,nan,,
,,125,nan,,
,,126,nan,,
,,127,nan,,
,,128,nan,,
,,129,nan,,
,,130,nan,,
,,131,nan,,
,,132,nan,,
,,133,nan,,
,,134,nan,,
,,135,nan,,
,,136,nan,,
,,137,nan,,
,,138,nan,,
,,139,nan,,
,,140,nan,,
,,141,nan,,
,,142,nan,,
,,143,nan,,
,,144,nan,,
,,145,nan,,
,,146,nan,,
,,147,nan,,
,,148,nan,,
,,149,nan,,
,,150,nan,,
,,151,nan,,
,,152,nan,,
,,153,nan,,
,,154,nan,,
,,155,nan,,
,,156,nan,,
